auc_value,bin,ks_value,"p0=0.5,accuracy"
0.793652380952381,3,0.4847619047619047,0.759
0.8116642857142856,4,0.4976190476190476,0.763
0.8067047619047619,5,0.49999999999999994,0.767
0.8072619047619047,6,0.4971428571428571,0.758
0.8091714285714285,7,0.48666666666666664,0.756
0.8140809523809523,8,0.5142857142857142,0.768
0.8100476190476191,9,0.5019047619047619,0.771
0.8135809523809524,10,0.5214285714285715,0.769
0.8239904761904762,11,0.529047619047619,0.774
0.8244857142857143,12,0.520952380952381,0.784
0.814104761904762,13,0.49666666666666665,0.767
0.8173857142857143,14,0.52,0.78
0.8261714285714284,15,0.5390476190476191,0.778
0.8280047619047619,16,0.5219047619047619,0.781
0.8278000000000001,17,0.5433333333333333,0.781
0.8310000000000001,18,0.5457142857142858,0.779
0.8348285714285715,19,0.5495238095238095,0.785
0.8300333333333333,20,0.539047619047619,0.787
0.8241,21,0.5233333333333334,0.779
0.8338238095238096,22,0.5571428571428572,0.779
0.8347666666666665,23,0.5504761904761905,0.775
0.8250952380952381,24,0.5204761904761905,0.777
0.834947619047619,25,0.5338095238095238,0.798
0.8385571428571429,26,0.5576190476190477,0.791
0.8362095238095237,27,0.5566666666666666,0.792
0.8357523809523809,28,0.5580952380952382,0.781
0.8368142857142856,29,0.549047619047619,0.797
0.8308428571428571,30,0.5233333333333333,0.781
0.8362047619047619,31,0.5623809523809523,0.79
0.8380333333333333,32,0.5585714285714285,0.789
0.8384238095238095,33,0.562857142857143,0.784
0.8425952380952381,34,0.5714285714285714,0.777
0.8414714285714286,35,0.5604761904761905,0.788
0.8427380952380953,36,0.5828571428571429,0.789
0.8412857142857142,37,0.5552380952380952,0.785
0.8394857142857143,38,0.5595238095238095,0.789
0.8410476190476192,39,0.5595238095238095,0.791
0.8462428571428571,40,0.5828571428571429,0.801
0.8423857142857142,41,0.5728571428571428,0.785
0.8462857142857144,42,0.5719047619047619,0.796
0.8464047619047619,43,0.5761904761904761,0.789
0.8401,44,0.5604761904761905,0.785
0.8432428571428571,45,0.5747619047619048,0.793
0.8486714285714286,46,0.5757142857142856,0.794
0.8452285714285714,47,0.5542857142857143,0.796
0.8416,48,0.559047619047619,0.789
0.8451714285714286,49,0.5776190476190476,0.797
0.848604761904762,50,0.5623809523809523,0.802
0.8450333333333332,51,0.5590476190476191,0.808
0.8447904761904761,52,0.5795238095238096,0.796
0.8461666666666666,53,0.5604761904761906,0.792
0.8529857142857143,54,0.5885714285714285,0.787
0.8426523809523809,55,0.5661904761904762,0.782
0.8487095238095239,56,0.5761904761904763,0.8
0.8511857142857143,57,0.5828571428571429,0.793
0.8451047619047619,58,0.5761904761904763,0.798
0.8432523809523809,59,0.5561904761904761,0.797
0.8450904761904762,60,0.5614285714285714,0.799
0.8460571428571427,61,0.5638095238095238,0.795
0.8494666666666668,62,0.5880952380952381,0.8
0.8441142857142857,63,0.5604761904761905,0.8
0.8484857142857143,64,0.5785714285714285,0.795
0.8557571428571428,65,0.5761904761904761,0.802
0.8460333333333334,66,0.5814285714285714,0.79
0.853447619047619,67,0.5819047619047619,0.798
0.8495904761904762,68,0.569047619047619,0.796
0.8542238095238094,69,0.5780952380952381,0.801
0.8526380952380953,70,0.5909523809523809,0.806
0.8494714285714285,71,0.5757142857142856,0.807
0.8479142857142857,72,0.5800000000000001,0.804
0.854552380952381,73,0.5923809523809523,0.802
0.8549285714285714,74,0.5985714285714285,0.798
0.849547619047619,75,0.5504761904761906,0.798
0.8582238095238095,76,0.5776190476190476,0.809
0.8546333333333334,77,0.5995238095238095,0.798
0.8565047619047619,78,0.579047619047619,0.809
0.855547619047619,79,0.5923809523809523,0.802
0.862,80,0.6009523809523809,0.815
0.8573904761904761,81,0.5828571428571429,0.806
0.849447619047619,82,0.5661904761904762,0.8
0.8600523809523808,83,0.6052380952380951,0.812
0.858252380952381,84,0.599047619047619,0.81
0.8529,85,0.5966666666666667,0.8
0.8532190476190478,86,0.5776190476190476,0.802
0.8523380952380952,87,0.5861904761904763,0.796
0.8592904761904762,88,0.5895238095238096,0.803
0.8580904761904762,89,0.5776190476190477,0.814
0.8614761904761905,90,0.6076190476190476,0.818
0.8638095238095239,91,0.6057142857142856,0.802
0.8595714285714287,92,0.5980952380952381,0.802
0.8585666666666666,93,0.5780952380952381,0.813
0.863152380952381,94,0.5861904761904762,0.814
0.862895238095238,95,0.5914285714285714,0.799
0.8528904761904761,96,0.5614285714285715,0.808
0.8575761904761906,97,0.5752380952380952,0.81
0.8589571428571429,98,0.5785714285714285,0.805
0.8611761904761905,99,0.5757142857142857,0.814
0.8616761904761904,100,0.5752380952380952,0.813
